issue_id,request_by,approved_by,merged_by
#17996,practicalswift,MarcoFalke,MarcoFalke
#17995,sipsorcery,,
#17994,kallewoof,,laanwj
#17993,furszy,ryanofsky|ryanofsky|hebasto|ryanofsky,jonasschnelli
#17992,darosior,kristapsk,laanwj
#17991,sipsorcery,,
#17989,practicalswift,MarcoFalke,MarcoFalke
#17988,fanquake,,laanwj
#17985,MarcoFalke,hebasto,laanwj
#17984,MarcoFalke,,laanwj
#17981,giulio92,,
#17980,kallewoof,fanquake,fanquake
#17978,RandyMcMillan,,
#17974,instagibbs,,fanquake
#17972,practicalswift,Binh0103|MarcoFalke,MarcoFalke
#17971,Bushstar,kristapsk|theStack,fanquake
#17968,hebasto,,jonasschnelli
#17965,hebasto,,laanwj
#17964,kirankashyap,,
#17959,theStack,,MarcoFalke
#17958,brakmic,,
#17957,sipa,ryanofsky|ryanofsky,laanwj
#17956,kristapsk,nopara73,jonasschnelli
#17954,ryanofsky,ariard,MarcoFalke
#17953,elichai,ryanofsky|ryanofsky|ryanofsky|ryanofsky,
#17951,sdaftuar,TheBlueMatt|Binh0103|MarcoFalke|ariard,jonasschnelli
#17949,emilengler,,
#17948,fanquake,,laanwj
#17947,theStack,,laanwj
#17946,luke-jr,jameshilliard,MarcoFalke
#17945,Empact,,laanwj
#17943,hebasto,,fanquake
#17942,fjahr,Sjors|fanquake,MarcoFalke
#17941,Sjors,,
#17939,Sjors,theStack|promag|fanquake,fanquake
#17937,promag,hebasto|jonasschnelli,jonasschnelli
#17935,brakmic,fanquake,fanquake
#17933,dongcarl,fanquake,fanquake
#17932,btc-coder,,
#17931,elichai,fanquake,fanquake
#17930,promag,,
#17929,fanquake,,fanquake
#17928,Bushstar,fanquake,fanquake
#17926,practicalswift,MarcoFalke|MarcoFalke,MarcoFalke
#17925,JeremyRubin,ariard,laanwj
#17924,instagibbs,,laanwj
#17923,luke-jr,hebasto|fanquake,fanquake
#17921,theStack,,MarcoFalke
#17918,emilengler,,jonasschnelli
#17917,practicalswift,MarcoFalke|MarcoFalke,MarcoFalke
#17916,fanquake,,laanwj
#17913,ryan-lingle,,
#17910,fanquake,,laanwj
#17908,hebasto,,jonasschnelli
#17907,Empact,kallewoof|fanquake,fanquake
#17906,ryanofsky,,fanquake
#17905,ryanofsky,hebasto,MarcoFalke
#17904,practicalswift,,
#17902,bblarney,,
#17901,emilengler,Binh0103,
#17900,theStack,,MarcoFalke
#17899,sipsorcery,fanquake|kangzixiang|kangzixiang,fanquake
#17898,hebasto,,
#17897,jimpo,,fanquake
#17896,sipa,ryanofsky|ryanofsky|kallewoof|jamesob,fanquake
#17895,practicalswift,hebasto,
#17894,practicalswift,,
#17893,hebasto,ryanofsky,fanquake
#17892,kallewoof,,
#17891,MarcoFalke,Empact,fanquake
#17889,promag,achow101,meshcollider
#17888,xyephy,,
#17887,kallewoof,eriknylund,laanwj
#17886,achow101,,laanwj
#17884,IPGlider,,
#17882,Binh0103,,
#17881,fanquake,,fanquake
#17880,fanquake,hebasto,laanwj
#17879,Sjors,,
#17874,fanquake,kangzixiang|vasild,laanwj
#17873,jonatack,fanquake,fanquake
#17869,hebasto,fanquake,fanquake
#17868,darafshi,,
#17865,charlesrocket,,
#17863,fanquake,,laanwj
#17861,lord-cow,,
#17859,luke-jr,fanquake,fanquake
#17858,fanquake,,laanwj
#17857,fanquake,luke-jr,fanquake
#17855,kallewoof,,
#17853,luke-jr,,fanquake
#17852,paulyc,,
#17851,practicalswift,hebasto,MarcoFalke
#17850,sipa,,laanwj
#17849,hebasto,,MarcoFalke
#17843,fjahr,kallewoof|achow101,meshcollider
#17842,emilengler,,
#17841,emilengler,,
#17839,rex4539,,
#17838,kallewoof,,
#17837,hebasto,,
#17836,hebasto,,
#17833,elichai,,MarcoFalke
#17831,asoltys,theStack,MarcoFalke
#17830,emilengler,fjahr,
#17829,MarcoFalke,,fanquake
#17828,practicalswift,MarcoFalke,
#17826,hebasto,,laanwj
#17825,hebasto,,fanquake
#17824,fjahr,kallewoof,meshcollider
#17823,sanjaykdragon,,laanwj
#17822,ahook,,
#17820,hebasto,,
#17819,jonatack,,MarcoFalke
#17817,hebasto,fanquake,fanquake
#17816,sanjaykdragon,,
#17815,emilengler,,
#17814,sanjaykdragon,,
#17812,jonatack,fanquake,fanquake
#17811,kristapsk,,
#17809,MarcoFalke,Sjors|ajtowns,MarcoFalke
#17808,ahook,kristapsk,
#17807,ahook,,
#17806,emilengler,,MarcoFalke
#17804,MarcoFalke,,laanwj
#17801,emilengler,,MarcoFalke
#17800,fanquake,,laanwj
#17799,thomcari81,,
#17798,thomcari81,,
#17795,emilengler,,
#17793,hebasto,,fanquake
#17792,promag,,laanwj
#17790,andrewtoth,,
#17789,sipsorcery,,
#17787,fanquake,,laanwj
#17781,MarcoFalke,,MarcoFalke
#17777,practicalswift,,laanwj
#17773,MarcoFalke,,
#17772,emilengler,,MarcoFalke
#17771,practicalswift,,MarcoFalke
#17770,michiboo,MarcoFalke,MarcoFalke
#17769,fanquake,hebasto,fanquake
#17767,MarcoFalke,,laanwj
#17766,1b3634f6-9166-46d7-a43a-51d575159cf0,,
#17764,MarcoFalke,fanquake,fanquake
#17762,laanwj,,laanwj
#17761,joaomaschotte,,
#17760,practicalswift,,
#17758,tynes,,laanwj
#17756,fanquake,,fanquake
#17754,practicalswift,EthanHeilman,laanwj
#17753,practicalswift,,MarcoFalke
#17752,hackerrdave,,fanquake
#17751,hackerrdave,hebasto,MarcoFalke
#17750,jnewbery,,MarcoFalke
#17747,emilengler,,
#17746,promag,kristapsk|ryanofsky|ryanofsky,laanwj
#17743,emilengler,,laanwj
#17741,sipsorcery,,MarcoFalke
#17740,fanquake,sipsorcery|sipsorcery,fanquake
#17738,fanquake,,laanwj
#17737,jamesob,MarcoFalke|ryanofsky|ryanofsky,MarcoFalke
#17736,sipsorcery,,MarcoFalke
#17735,brakmic,,MarcoFalke
#17732,brakmic,,
#17730,fanquake,,laanwj
#17728,achow101,,laanwj
#17727,sipsorcery,MarcoFalke,
#17726,MarcoFalke,sipsorcery,fanquake
#17725,MarcoFalke,,MarcoFalke
#17721,practicalswift,,laanwj
#17720,theStack,instagibbs|MarcoFalke,MarcoFalke
#17719,ariard,ryanofsky|ryanofsky,meshcollider
#17714,jonatack,,MarcoFalke
#17713,MarcoFalke,,MarcoFalke
#17712,instagibbs,,
#17710,sipsorcery,,
#17709,sipsorcery,,
#17708,ajtowns,,laanwj
#17707,laanwj,,
#17705,fanquake,MarcoFalke,fanquake
#17704,MarcoFalke,,
#17703,fanquake,hebasto,MarcoFalke
#17702,laanwj,hebasto|fanquake|KaosGhostNINJA,MarcoFalke
#17701,gou-anlin,,
#17700,brakmic,MarcoFalke,
#17699,sipa,,laanwj
#17698,fanquake,,laanwj
#17697,sipsorcery,MarcoFalke,MarcoFalke
#17696,hebasto,ryanofsky|ryanofsky|ryanofsky,fanquake
#17695,fanquake,,fanquake
#17694,brakmic,fanquake,fanquake
#17693,andrewtoth,MarcoFalke,MarcoFalke
#17691,hebasto,MarcoFalke,MarcoFalke
#17689,rusticbison,,
#17688,hebasto,fanquake,fanquake
#17687,brakmic,fanquake,fanquake
#17686,fanquake,theuni,fanquake
#17685,practicalswift,,MarcoFalke
#17682,laanwj,,MarcoFalke
#17681,achow101,fjahr|ryanofsky,meshcollider
#17680,willyko,hebasto,laanwj
#17678,MarcoFalke,,MarcoFalke
#17677,instagibbs,Sjors|Sjors,meshcollider
#17676,fanquake,hebasto,laanwj
#17675,practicalswift,,MarcoFalke
#17674,practicalswift,,MarcoFalke
#17671,willyko,hebasto,MarcoFalke
#17670,sipa,MarcoFalke|sipsorcery,MarcoFalke
#17669,jamesob,ryanofsky,MarcoFalke
#17666,practicalswift,,
#17663,fanquake,theuni,laanwj
#17661,elichai,MarcoFalke,MarcoFalke
#17660,fanquake,,laanwj
#17658,fanquake,hebasto,laanwj
#17655,zachwylde00,,
#17654,jbeich,,laanwj
#17653,andrewtoth,,
#17651,dr-orlovsky,,
#17650,malevolent,,fanquake
#17649,jimmywilk,,
#17648,hel-o,fanquake,laanwj
#17647,nijynot,MarcoFalke,MarcoFalke
#17645,priem19,,
#17643,instagibbs,darosior|achow101,MarcoFalke
#17641,sipsorcery,,MarcoFalke
#17640,practicalswift,,
#17639,practicalswift,Binh0103,
#17637,emilengler,paymog,MarcoFalke
#17635,hebasto,MarcoFalke,MarcoFalke
#17634,hebasto,paymog|fanquake,fanquake
#17633,practicalswift,,MarcoFalke
#17630,wooseopkim,,
#17627,Sjors,,
#17624,practicalswift,,laanwj
#17623,brakmic,,
#17621,instagibbs,kallewoof,meshcollider
#17617,jonatack,MarcoFalke,laanwj
#17615,brakmic,,
#17614,petterhs,,
#17606,hebasto,,fanquake
#17604,fanquake,,laanwj
#17600,hebasto,,
#17599,MarcoFalke,,MarcoFalke
#17598,MarcoFalke,fanquake,fanquake
#17597,hebasto,Sjors|kangzixiang,jonasschnelli
#17596,laanwj,fanquake,fanquake
#17595,dongcarl,fanquake,fanquake
#17593,mzumsande,MarcoFalke,MarcoFalke
#17592,sipsorcery,,MarcoFalke
#17591,elichai,MarcoFalke,MarcoFalke
#17590,muzafa-popo,,
#17587,Sjors,instagibbs,meshcollider
#17585,jonatack,,meshcollider
#17584,brakmic,hebasto,meshcollider
#17579,andrewtoth,theStack|theStack,MarcoFalke
#17578,jonatack,weerayut3,meshcollider
#17577,vasild,,meshcollider
#17574,laanwj,,laanwj
#17573,TheBlueMatt,,laanwj
#17571,sipsorcery,fanquake,fanquake
#17570,KaanKC,,
#17569,laanwj,,MarcoFalke
#17568,achow101,darosior|fanquake,fanquake
#17567,fanquake,,fanquake
#17565,mxaddict,,
#17564,MarcoFalke,ryanofsky|ryanofsky|ryanofsky|ryanofsky,MarcoFalke
#17562,jnewbery,MarcoFalke|ariard,
#17561,sandakersmann,,MarcoFalke
#17560,MarcoFalke,,
#17559,Sjors,,
#17558,RandyMcMillan,,
#17557,jkczyz,,
#17555,dspicher,,MarcoFalke
#17553,instagibbs,darosior,meshcollider
#17551,brakmic,paymog,
#17550,fanquake,MarcoFalke,fanquake
#17549,MarcoFalke,,MarcoFalke
#17547,hebasto,fanquake,fanquake
#17545,fanquake,,fanquake
#17543,ariard,,
#17542,brakmic,MarcoFalke,MarcoFalke
#17541,theStack,kristapsk,MarcoFalke
#17539,hebasto,,fanquake
#17538,fanquake,MarcoFalke,MarcoFalke
#17537,achow101,ryanofsky|ryanofsky|ryanofsky,fanquake
#17536,emilengler,,
#17535,jonatack,,
#17533,Sjors,,
#17532,theStack,,fanquake
#17531,laanwj,,
#17530,laanwj,,
#17527,sipa,,laanwj
#17524,achow101,,MarcoFalke
#17522,MarcoFalke,,MarcoFalke
#17521,fanquake,,fanquake
#17520,Sjors,,
#17519,narula,MarcoFalke,laanwj
#17518,hebasto,,meshcollider
#17517,MarcoFalke,,MarcoFalke
#17516,hebasto,,
#17515,laanwj,fanquake,fanquake
#17514,laanwj,,
#17513,hebasto,promag,laanwj
#17511,sipa,,laanwj
#17510,achow101,,
#17509,Sjors,,meshcollider
#17507,fanquake,,laanwj
#17505,promag,,
#17503,laanwj,,MarcoFalke
#17502,theStack,,MarcoFalke
#17500,hebasto,,
#17499,hebasto,,jonasschnelli
#17498,emilengler,,
#17497,fanquake,,MarcoFalke
#17494,fanquake,,
#17492,instagibbs,Sjors,fanquake
#17490,MarcoFalke,,
#17489,Xekyo,,
#17488,fanquake,,laanwj
#17486,Sjors,,MarcoFalke
#17485,jnewbery,,
#17483,MarcoFalke,,MarcoFalke
#17482,ryanofsky,ariard,laanwj
#17480,theStack,instagibbs,MarcoFalke
#17477,jnewbery,ryanofsky|ryanofsky|ryanofsky,laanwj
#17474,luke-jr,,MarcoFalke
#17473,ryanofsky,,MarcoFalke
#17470,MarcoFalke,fanquake,laanwj
#17469,MarcoFalke,jamesob,MarcoFalke
#17466,dongcarl,,laanwj
#17462,RandyMcMillan,,
#17461,theStack,JeremyRubin,MarcoFalke
#17459,theStack,,
#17457,promag,,
#17455,practicalswift,,MarcoFalke
#17453,hebasto,ryanofsky|ryanofsky|ryanofsky|ryanofsky|jonasschnelli,jonasschnelli
#17452,jonatack,,fanquake
#17450,hebasto,,MarcoFalke
#17449,bitcoinVBR,,fanquake
#17448,bitcoinVBR,,
#17447,promag,,meshcollider
#17446,dannmat,,laanwj
#17445,promag,,laanwj
#17444,MarcoFalke,ryanofsky,MarcoFalke
#17442,yiyangiliu,,MarcoFalke
#17439,hebasto,egp,MarcoFalke
#17437,promag,ryanofsky|ryanofsky|theStack|ryanofsky,MarcoFalke
#17436,TheCharlatan,,laanwj
#17435,theStack,,MarcoFalke
#17433,bitcoinVBR,,
#17431,Xekyo,,laanwj
#17430,RandyMcMillan,,
#17427,hebasto,,laanwj
#17424,RandyMcMillan,,
#17423,MarcoFalke,,MarcoFalke
#17422,fanquake,,laanwj
#17420,MarcoFalke,,MarcoFalke
#17418,RandyMcMillan,,
#17417,fanquake,,laanwj
#17416,sipsorcery,,MarcoFalke
#17412,Sjors,,
#17411,laanwj,MarcoFalke|hebasto|hebasto,laanwj
#17410,laanwj,hebasto,laanwj
#17409,MarcoFalke,,laanwj
#17408,MarcoFalke,,
#17407,MarcoFalke,ariard|ryanofsky|ryanofsky,MarcoFalke
#17406,BlockMechanic,,
#17405,MarcoFalke,fanquake,fanquake
#17404,sipsorcery,fanquake,fanquake
#17403,fanquake,MarcoFalke,laanwj
#17402,elichai,,
#17399,jkczyz,ryanofsky,MarcoFalke
#17398,laanwj,,laanwj
#17393,gr0kchain,fanquake,fanquake
#17391,MarceloGra,,
#17390,ryanofsky,,laanwj
#17389,RandyMcMillan,,
#17388,ryanofsky,,laanwj
#17387,achow101,meshcollider,meshcollider
#17386,Empact,,
#17385,laanwj,,
#17384,MarcoFalke,ryanofsky|ryanofsky,MarcoFalke
#17383,jnewbery,,MarcoFalke
#17382,MarcoFalke,,laanwj
#17381,ryanofsky,Sjors,laanwj
#17378,jachiang,,MarcoFalke
#17377,theStack,,
#17376,TheBlueMatt,,
#17375,JeremyRubin,,
#17374,achow101,,
#17373,achow101,ryanofsky|ryanofsky|ryanofsky|ryanofsky|Sjors|ryanofsky|ryanofsky,fanquake
#17371,achow101,ryanofsky|ryanofsky|Sjors,meshcollider
#17370,MarcoFalke,fanquake,fanquake
#17369,achow101,ryanofsky|ryanofsky|ryanofsky,laanwj
#17368,fanquake,darosior,laanwj
#17367,MarcoFalke,,laanwj
#17366,MarcoFalke,,MarcoFalke
#17365,icota,,MarcoFalke
#17364,sipsorcery,ryanofsky,MarcoFalke
#17363,theStack,,MarcoFalke
#17362,jonatack,Sjors|fanquake,fanquake
#17361,hebasto,,laanwj
#17360,Danny-Scott,,laanwj
#17359,com03240,,
#17357,practicalswift,,MarcoFalke
#17354,promag,ryanofsky,fanquake
#17353,hebasto,,MarcoFalke
#17351,RandyMcMillan,practicalswift,MarcoFalke
#17349,MarcoFalke,,MarcoFalke
#17347,RandyMcMillan,,
#17346,sdaftuar,,
#17345,hebasto,,fanquake
#17342,jnewbery,,MarcoFalke
#17340,jnewbery,Sjors,MarcoFalke
#17339,michaelfolkson,,laanwj
#17338,jonatack,,
#17336,Rjected,darosior|theStack,fanquake
#17332,sdaftuar,,
#17330,sdaftuar,,MarcoFalke
#17329,jnewbery,fanquake,fanquake
#17328,darosior,,laanwj
#17327,jonatack,,MarcoFalke
#17325,hebasto,,laanwj
#17324,MarcoFalke,,MarcoFalke
#17322,instagibbs,theStack,MarcoFalke
#17320,practicalswift,,
#17319,jnewbery,,MarcoFalke
#17318,adamjonas,practicalswift,MarcoFalke
#17316,laanwj,fanquake,fanquake
#17312,laanwj,,
#17310,dodisefti23,,
#17309,fanquake,,MarcoFalke
#17308,dongcarl,,laanwj
#17306,jtimon,hebasto|fjahr,laanwj
#17305,birtony,,
#17304,achow101,ryanofsky|ryanofsky|ryanofsky|instagibbs,
#17302,laanwj,,laanwj
#17301,Sjors,,
#17300,ryanofsky,,MarcoFalke
#17299,theStack,,MarcoFalke
#17297,hebasto,,laanwj
#17293,JeremyRubin,,laanwj
#17292,JeremyRubin,,MarcoFalke
#17291,practicalswift,,MarcoFalke
#17290,achow101,Sjors,meshcollider
#17288,jachiang,,MarcoFalke
#17286,ariard,,laanwj
#17285,fjahr,,laanwj
#17284,RandyMcMillan,,MarcoFalke
#17283,jonatack,jachiang|fjahr|ariard,laanwj
#17282,fanquake,,laanwj
#17281,laanwj,ryanofsky,laanwj
#17280,laanwj,ryanofsky,laanwj
#17279,laanwj,,MarcoFalke
#17275,practicalswift,sipa,MarcoFalke
#17274,practicalswift,,MarcoFalke
#17273,RandyMcMillan,,
#17272,Bushstar,,
#17270,sipa,,
#17268,JeremyRubin,,
#17267,nijynot,,laanwj
#17266,elichai,practicalswift,MarcoFalke
#17265,fanquake,,laanwj
#17264,Sjors,,meshcollider
#17261,achow101,,meshcollider
#17260,achow101,ryanofsky|Sjors|ryanofsky,MarcoFalke
#17258,adamjonas,kallewoof,meshcollider
#17257,fanquake,,laanwj
#17256,emilengler,,
#17254,adamjonas,,MarcoFalke
#17253,elichai,,
#17252,promag,,laanwj
#17251,Sjors,,fanquake
#17250,MarcoFalke,,laanwj
#17249,jbeich,,laanwj
#17246,Sjors,,
#17245,elichai,,
#17243,amitiuttarwar,MarcoFalke|ajtowns,MarcoFalke
#17242,jnewbery,fanquake,fanquake
#17241,jnewbery,,
#17240,MarcoFalke,ryanofsky,laanwj
#17239,sandakersmann,fjahr,fanquake
#17237,promag,ryanofsky,meshcollider
#17235,practicalswift,,MarcoFalke
#17233,MarcoFalke,,MarcoFalke
#17231,theuni,,laanwj
#17229,practicalswift,,MarcoFalke
#17228,MarcoFalke,,MarcoFalke
#17226,promag,,laanwj
#17225,practicalswift,,MarcoFalke
#17223,nekosei,,
#17221,JeremyCrookshank,,
#17220,adamjonas,dongcarl,laanwj
#17219,Sjors,fjahr,meshcollider
#17218,jkczyz,,MarcoFalke
#17214,RandyMcMillan,,
#17213,luke-jr,,
#17212,theStack,,MarcoFalke
#17210,emilengler,,
#17209,practicalswift,,MarcoFalke
#17208,practicalswift,,
#17207,RandyMcMillan,,
#17206,adamjonas,,MarcoFalke
#17205,practicalswift,,MarcoFalke
#17203,theStack,fanquake,fanquake
#17202,sadrasabouri,,
#17199,theStack,,MarcoFalke
#17197,fanquake,,laanwj
#17196,benthecarman,,
#17195,JeremyCrookshank,,laanwj
#17193,JITHIKASAGAR123,,
#17192,MarcoFalke,ryanofsky,laanwj
#17191,fanquake,,laanwj
#17189,ViktorBohu,,
#17186,Danny-Scott,hebasto|fanquake,fanquake
#17184,hebasto,fanquake,fanquake
#17183,theStack,,MarcoFalke
#17182,promag,,
#17180,JeremyCrookshank,kristapsk|fanquake,laanwj
#17177,fjahr,,MarcoFalke
#17176,MarcoFalke,ryanofsky|ryanofsky,laanwj
#17172,ch4ot1c,,
#17169,fanquake,,MarcoFalke
#17168,PrinceKK300188,,
#17166,sandakersmann,,
#17165,fanquake,,laanwj
#17164,naumenkogs,,MarcoFalke
#17163,naumenkogs,,
#17162,MarcoFalke,,fanquake
#17159,carnhofdaki,,MarcoFalke
#17158,carnhofdaki,,laanwj
#17157,dannmat,fanquake,fanquake
#17156,achow101,,fanquake
#17154,jnewbery,,laanwj
#17152,dannmat,,
#17151,fanquake,theuni,fanquake
#17147,YamaTomato,,
#17146,laanwj,hebasto|quake,fanquake
#17143,RandyMcMillan,,
#17142,za-kk,,fanquake
#17141,jnewbery,,fanquake
#17140,jimpo,,MarcoFalke
#17138,jnewbery,ryanofsky|ariard,MarcoFalke
#17136,practicalswift,,MarcoFalke
#17135,promag,Sjors,laanwj
#17134,hebasto,,fanquake
#17133,promag,,
#17132,emilengler,,
#17131,fjahr,,laanwj
#17129,practicalswift,,
#17128,GChuf,hebasto,
#17126,gotcha,,
#17125,dannmat,fanquake,fanquake
#17124,theStack,fanquake,MarcoFalke
#17122,zachwylde00,,
#17121,theStack,fanquake,fanquake
#17120,promag,hebasto,laanwj
#17119,andrewtoth,kristapsk,laanwj
#17118,Sjors,,laanwj
#17113,practicalswift,,MarcoFalke
#17111,MarcoFalke,,laanwj
#17110,ernestognw,,
#17109,practicalswift,,MarcoFalke
#17108,theStack,instagibbs,MarcoFalke
#17106,jtimon,,
#17105,promag,hebasto|hebasto|fanquake,fanquake
#17104,ch4ot1c,,
#17102,MarcoFalke,fanquake,fanquake
#17101,jnewbery,,
#17100,praveenkumar141,,
#17098,adamjonas,,MarcoFalke
#17097,MarcoFalke,fanquake,MarcoFalke
#17096,Zero-1729,jonasschnelli|hebasto|theStack,jonasschnelli
#17095,laanwj,,laanwj
#17094,laanwj,,
#17093,practicalswift,,MarcoFalke
#17091,fjahr,,laanwj
#17089,MarcoFalke,,
#17088,GChuf,,
#17087,dongcarl,fanquake,fanquake
#17086,carnhofdaki,,laanwj
#17085,laanwj,,laanwj
#17084,carnhofdaki,fanquake,laanwj
#17083,practicalswift,,MarcoFalke
#17081,theStack,fanquake,fanquake
#17080,MarcoFalke,,laanwj
#17078,BlockMechanic,,
#17076,practicalswift,,MarcoFalke
#17075,BHDMaster,,
#17074,mztriz,,laanwj
#17073,MarcoFalke,hebasto,laanwj
#17071,practicalswift,,MarcoFalke
#17070,MarcoFalke,,laanwj
#17069,practicalswift,,MarcoFalke
#17068,D4nte,,laanwj
#17066,hebasto,,laanwj
#17064,jbampton,,
#17063,martinus,,
#17062,sunnankar,,
#17061,GChuf,,
#17060,martinus,,
#17059,hebasto,,laanwj
#17058,GChuf,,
#17057,fanquake,theuni,laanwj
#17056,achow101,Sjors|Sjors,fanquake
#17055,lucayepa,,
#17054,lucayepa,,
#17053,GChuf,,
#17052,GChuf,fanquake,fanquake
#17051,practicalswift,,laanwj
#17050,practicalswift,Tanita2529|Tanita2529|Tanita2529|Tanita2529|Tanita2529,MarcoFalke
#17049,MarcoFalke,fanquake,fanquake
#17048,GChuf,,
#17046,j15marti,,
#17044,fjahr,,laanwj
#17042,solon,,MarcoFalke
#17041,MarcoFalke,fanquake,fanquake
#17040,MarcoFalke,ryanofsky,MarcoFalke
#17039,matszpk,,
#17038,laanwj,hebasto,laanwj
#17037,jtimon,,
#17035,emilengler,,
#17033,achow101,,laanwj
#17032,jtimon,,
#17031,promag,,fanquake
#17030,jbampton,,laanwj
#17029,dongcarl,,laanwj
#17028,andrewtoth,,
#17026,MarcoFalke,fanquake,fanquake
#17024,BlockMechanic,,
#17023,Sjors,,
#17022,MarcoFalke,,laanwj
#17018,practicalswift,,MarcoFalke
#17016,RandyMcMillan,,
#17015,MarcoFalke,Sjors|ryanofsky|jonasschnelli|ryanofsky|fanquake,fanquake
#17014,MarcoFalke,fanquake,fanquake
#17011,MarcoFalke,,laanwj
#17009,practicalswift,,MarcoFalke
#17008,stefanwouldgo,icota,laanwj
#17007,jonatack,,laanwj
#17006,practicalswift,,MarcoFalke
#17005,ch4ot1c,fanquake,fanquake
#17004,jnewbery,ryanofsky|ryanofsky|ariard|fjahr|ryanofsky,laanwj
#17003,jbampton,,
#17002,MarcoFalke,fanquake,fanquake
#17001,MarcoFalke,,laanwj
#17000,practicalswift,,
#16999,laanwj,,laanwj
#16997,laanwj,,laanwj
#16995,laanwj,ryanofsky|hebasto,laanwj
#16994,setpill,,
#16993,Sjors,,
#16991,laanwj,darosior,laanwj
#16988,laanwj,,laanwj
#16987,jbampton,,MarcoFalke
#16986,ch4ot1c,,fanquake
#16984,hebasto,fanquake,fanquake
#16983,hebasto,,MarcoFalke
#16982,laanwj,,laanwj
#16978,MarcoFalke,,MarcoFalke
#16975,MarcoFalke,,laanwj
#16974,TheBlueMatt,,laanwj
#16973,mzumsande,thijstriemstra,MarcoFalke
#16971,emilengler,,laanwj
#16970,martinus,,
#16969,emilengler,fanquake,fanquake
#16968,laanwj,,laanwj
#16966,Sjors,,
#16964,instagibbs,,MarcoFalke
#16963,promag,ryanofsky|ryanofsky,laanwj
#16962,laanwj,fanquake,laanwj
#16961,laanwj,,MarcoFalke
#16960,fanquake,theStack,laanwj
#16959,MarcoFalke,fanquake,MarcoFalke
#16957,martinus,,laanwj
#16956,MarcoFalke,fanquake,fanquake
#16955,icota,,
#16953,fjahr,MarcoFalke,laanwj
#16952,jonasschnelli,kristapsk,laanwj
#16951,fanquake,,
#16949,fanquake,nehtechnine|theuni,fanquake
#16948,ch4ot1c,,
#16947,ch4ot1c,,MarcoFalke
#16946,achow101,,laanwj
#16945,jamesob,ryanofsky|ryanofsky|ryanofsky|ariard|ryanofsky|ryanofsky,laanwj
#16944,Sjors,,meshcollider
#16943,MarcoFalke,,laanwj
#16941,MarcoFalke,fanquake,laanwj
#16940,roshii,,
#16939,ajtowns,ariard|naumenkogs|Sjors|fanquake,fanquake
#16936,luke-jr,,
#16935,avish0694,,
#16932,tom19990101,,
#16931,soroosh-sdi,promag,laanwj
#16930,emilengler,,
#16929,jonatack,,laanwj
#16928,MarcoFalke,,laanwj
#16927,nmarley,,laanwj
#16926,nmarley,,laanwj
#16923,promag,hebasto,laanwj
#16922,theStack,,
#16921,practicalswift,fanquake,fanquake
#16920,MarcoFalke,,MarcoFalke
#16918,MarcoFalke,,MarcoFalke
#16917,fridokus,fanquake,fanquake
#16916,BlockMechanic,,
#16915,practicalswift,,
#16914,Sjors,fanquake,fanquake
#16913,ch4ot1c,,
#16912,ch4ot1c,,MarcoFalke
#16911,achow101,,laanwj
#16908,MarcoFalke,,laanwj
#16907,MarcoFalke,,MarcoFalke
#16905,elichai,,
#16902,sipa,,laanwj
#16901,ch4ot1c,,
#16900,MarcoFalke,fanquake,fanquake
#16899,jamesob,ryanofsky|ryanofsky|ryanofsky,laanwj
#16898,MarcoFalke,,MarcoFalke
#16896,renepickhardt,,
#16895,Sjors,,
#16893,ch4ot1c,,
#16892,theStack,,
#16889,sipa,,MarcoFalke
#16888,MarcoFalke,,MarcoFalke
#16887,sipa,,MarcoFalke
#16885,instagibbs,fanquake,fanquake
#16884,instagibbs,MarcoFalke|MarcoFalke,laanwj
#16882,MarcoFalke,,fanquake
#16881,fanquake,,
#16880,xuing,,
#16879,fanquake,,fanquake
#16876,promag,,
#16873,jonatack,darosior,meshcollider
#16871,fanquake,,laanwj
#16870,fanquake,,fanquake
#16869,kristapsk,,
#16868,emilengler,,
#16867,theuni,fanquake,fanquake
#16866,jnewbery,meshcollider|NeedsAdjustment,meshcollider
#16865,soroosh-sdi,,MarcoFalke
#16864,instagibbs,,MarcoFalke
#16863,darosior,kristapsk|kristapsk|fanquake,fanquake
#16861,fanquake,,laanwj
#16860,GChuf,,
#16858,jameshilliard,fanquake,jonasschnelli
#16857,clashicly,laanwj|fanquake,fanquake
#16854,stevenroose,,laanwj
#16853,ZENNITTITTHZENTERPRISE,,
